diag_t	n
c("F919", "Z004")	1
c("F919", "Z532")	1
c("F928", "F840", "F419")	1
c("F940", "F200")	1
c("F940", "F220", "D509", "F488", "R458", "R460")	1
c("F952", "Z590")	1
c("F988", "F1904")	1
c("F988", "F200")	1
c("F988", "X600", "T391")	1
c("F989", "F913")	1
c("F989", "Z046", "R460", "Z6030")	1
c("F989", "Z6030", "R460", "Z046")	1
c("G240", "Y495")	1
c("G409", "F209")	1
c("G470", "Z6028", "Z911", "F319")	1
c("G470", "Z730", "Z566", "Z911", "F209")	1
c("G479", "F720", "R51")	1
c("R103", "R53+1")	1
c("R104", "Z911", "F09", "M352")	1
c("R104", "Z918")	1
c("R251", "F102", "F329")	1
c("R270", "F319", "Y492")	1
c("R410", "F102")	1
c("R410", "F209", "T808", "Y499", "Z590")	1
c("R410", "F319")	1
c("R410", "F500", "E8760")	1
c("R410", "G939", "F209")	1
c("R410", "J459")	1
c("R410", "R456")	1
c("R410", "R53+0")	1
c("R410", "R53+0", "F102")	1
c("R410", "R568", "N185", "Z992+0", "F319")	1
c("R410", "Y495", "N178")	1
c("R410", "Z046")	1
c("R410", "Z590", "F209", "T808", "Y499")	1
c("R410", "Z598")	1
c("R410", "Z6030", "G402")	1
c("R410", "Z6030", "R400", "F131")	1
c("R410", "Z911", "D571", "N183", "N179")	1
c("R410", "Z911", "F708", "D821", "F317")	1
c("R410", "Z9150")	1
c("R413", "Z590", "S066", "V492")	1
c("R418", "Z590")	1
c("R418", "Z6020", "R454")	1
c("R440", "F102", "F419", "Z6030", "R441")	1
c("R440", "F121", "F101")	1
c("R440", "F122", "F102")	1
c("R440", "F1901")	1
c("R440", "F4322")	1
c("R440", "R074", "F209", "Z911", "Z590")	1
c("R440", "R400", "Z634")	1
c("R440", "X600", "T424")	1
c("R440", "Z590", "F700")	1
c("R440", "Z911")	1
c("R440", "Z911", "F319")	1
c("R440", "Z911", "R458")	1
c("R441", "F102", "F100")	1
c("R441", "G20")	1
c("R441", "R442")	1
c("R441", "R53+1")	1
c("R441", "Y466", "T425", "G600")	1
c("R441", "Z532", "R418")	1
c("R441", "Z590")	1
c("R441", "Z911", "F329")	1
c("R442", "F302")	1
c("R443", "R455")	1
c("R443", "Z728")	1
c("R443", "Z911")	1
c("R443", "Z911", "G473", "F203")	1
c("R448", "F191", "F121", "F101", "F229", "F200")	1
c("R451", "F120", "F209")	1
c("R451", "F1907")	1
c("R451", "F191")	1
c("R451", "F21", "Z733")	1
c("R451", "F232")	1
c("R451", "F2320")	1
c("R451", "F250")	1
c("R451", "F259")	1
c("R451", "F29")	1
c("R451", "F312", "F319")	1
c("R451", "F3120")	1
c("R451", "F317")	1
c("R451", "F321")	1
c("R451", "F419")	1
c("R451", "F429")	1
c("R451", "F432")	1
c("R451", "F602")	1
c("R451", "F720")	1
c("R451", "F799")	1
c("R451", "F918")	1
c("R451", "G030")	1
c("R451", "G409")	1
c("R451", "Q992")	1
c("R451", "R456", "F122", "F102", "F100")	1
c("R451", "R458")	1
c("R451", "R53+1")	1
c("R451", "Z590")	1
c("R451", "Z5910")	1
c("R451", "Z6030", "R460")	1
c("R451", "Z630")	1
c("R451", "Z631")	1
c("R451", "Z911", "F69", "F708")	1
c("R452", "R630", "R100")	1
c("R452", "T009")	1
c("R452", "T432", "X610")	1
c("R452", "Z634", "F100", "X6009", "T393", "T391")	1
c("R452", "Z9158")	1
c("R454", "F252")	1
c("R454", "F6030", "R451", "G403", "Z590", "F172", "F319")	1
c("R454", "T509", "X648", "Z651")	1
c("R454", "Y199", "T568")	1
c("R454", "Z630", "I10")	1
c("R454", "Z911", "F849")	1
c("R455", "R458")	1
c("R455", "X609", "T391")	1
c("R455", "Z046", "F122", "F102", "Z590")	1
c("R455", "Z046", "F319")	1
c("R456", "F100")	1
c("R456", "F739")	1
c("R456", "S010", "S430")	1
c("R456", "Z046", "Z630")	1
c("R456", "Z728")	1
c("R458", "B029")	1
c("R458", "C189+8", "F322", "C787")	1
c("R458", "F1004")	1
c("R458", "F102")	1
c("R458", "F1023")	1
c("R458", "F121", "F101", "Z590")	1
c("R458", "F122", "F209")	1
c("R458", "F3210")	1
c("R458", "F430")	1
c("R458", "F6030")	1
c("R458", "F6031")	1
c("R458", "F609", "Y119")	1
c("R458", "G35")	1
c("R458", "H813")	1
c("R458", "I255", "R33", "N40", "X780", "S617")	1
c("R458", "J189")	1
c("R458", "K810")	1
c("R458", "M797")	1
c("R458", "Q796")	1
c("R458", "Q871", "T432", "X610")	1
c("R458", "R101")	1
c("R458", "R104")	1
c("R458", "R410")	1
c("R458", "R5218")	1
c("R458", "R53+1", "R104")	1
c("R458", "R630", "R104")	1
c("R458", "S108", "X702")	1
c("R458", "S619", "X780", "X610", "T424")	1
c("R458", "T391", "Z532", "Z865", "X609")	1
c("R458", "T391", "Z609", "Z6030", "X609")	1
c("R458", "T424", "T435", "X619", "R251", "R11", "R400")	1
c("R458", "T424", "X610", "Z630")	1
c("R458", "T424", "X619", "T435", "R251", "R11", "R400")	1
c("R458", "T424", "Z630", "X610")	1
c("R458", "X600", "T391")	1
c("R458", "X610", "F100")	1
c("R458", "X614", "T424")	1
c("R458", "X621", "T406")	1
c("R458", "X702")	1
c("R458", "X718")	1
c("R458", "X785", "S219")	1
c("R458", "Z564")	1
c("R458", "Z564", "Z9150")	1
c("R458", "Z566")	1
c("R458", "Z567")	1
c("R458", "Z590", "Z911")	1
c("R458", "Z599")	1
c("R458", "Z6020")	1
c("R458", "Z6030")	1
c("R458", "Z608")	1
c("R458", "Z609")	1
c("R458", "Z630", "F102")	1
c("R458", "Z630", "S618", "X780")	1
c("R458", "Z630", "X600", "T391")	1
c("R458", "Z630", "X780", "S517")	1
c("R458", "Z631", "T391", "X600")	1
c("R458", "Z638", "Y040")	1
c("R458", "Z639")	1
c("R458", "Z653")	1
c("R458", "Z735")	1
c("R458", "Z911")	1
c("R458", "Z911", "F122", "Z651")	1
c("R458", "Z911", "G409")	1
c("R458", "Z911", "R104")	1
c("R458", "Z9150", "R440")	1
c("R458", "Z9150", "R529")	1
c("R462", "F121", "Z911", "Z924", "G409")	1
c("R462", "G409", "Z924", "Z911", "F121")	1
c("R462", "R460", "Z046", "Z6030")	1
c("R462", "Z6038", "Z5970")	1
c("R462", "Z911", "F209")	1
c("R471", "G409", "F329")	1
c("R51", "Z590")	1
c("R529", "F708", "X600", "T393")	1
c("R529", "G540")	1
c("R529", "R452")	1
c("R53+0", "G20")	1
c("R53+0", "Z911", "R634", "R460", "R630")	1
c("R53+1", "G20")	1
c("R53+1", "Z630")	1
c("R53+2", "Y494")	1
c("T391", "F122", "X600")	1
c("T391", "F419", "X600")	1
c("T391", "T424", "X600", "X610", "F322")	1
c("T391", "X400")	1
c("T391", "X400", "R51")	1
c("T391", "X609", "Z9158")	1
c("T391", "Z630", "F430", "X600")	1
c("T391", "Z630", "X600")	1
c("T393", "X600")	1
c("T402", "X420")	1
c("T404", "Z590", "X629")	1
c("T407", "X609", "Z9150")	1
c("T412", "X640")	1
c("T424", "F102", "X610")	1
c("T424", "F102", "Z992", "X610", "N185")	1
c("T424", "F131", "Z630", "X610", "T435")	1
c("T424", "F431", "Z9150")	1
c("T424", "T391", "T402", "X619", "X609", "X629", "F322")	1
c("T424", "X410")	1
c("T424", "X610", "F100", "F430")	1
c("T424", "X610", "F322")	1
c("T424", "X610", "F332")	1
c("T424", "X610", "F4302")	1
c("T424", "X610", "F4302", "F100", "F102")	1
c("T424", "X610", "F603")	1
c("T424", "X610", "F609", "F321")	1
c("T424", "X610", "Z992", "F102", "N185")	1
c("T424", "Z532", "X619", "T435")	1
c("T424", "Z634", "R400", "X410")	1
c("T426", "F100", "F104", "Z634", "X610")	1
c("T427", "X619")	1
c("T427", "Z630", "X619")	1
c("T432", "Z630", "X610")	1
c("T435", "F122", "X610")	1
c("T435", "F319", "G251", "Y495")	1
c("T435", "X610")	1
c("T439", "T393", "X610", "X600")	1
c("T439", "X610", "T424")	1
c("T443", "F630", "X430", "F900")	1
c("T466", "Z632", "X640")	1
c("T501", "X649", "Z532")	1
c("T509", "X649")	1
c("T509", "X649", "R400", "Z630")	1
c("T509", "Z630", "X6409")	1
c("T543", "Z630", "X690")	1
c("T549", "X490")	1
c("T751", "X718")	1
c("Z004", "F603")	1
c("Z029", "R400")	1
c("Z046", "F100")	1
c("Z046", "F121", "F101")	1
c("Z046", "F121", "F101", "Z590")	1
c("Z046", "F321")	1
c("Z046", "F602")	1
c("Z046", "F602", "Z590")	1
c("Z046", "R451")	1
c("Z046", "R456")	1
c("Z046", "X600", "T391")	1
c("Z046", "Z6030")	1
c("Z046", "Z721")	1
c("Z046", "Z865")	1
c("Z04802", "Z531")	1
c("Z590", "R460", "F602")	1
c("Z630", "Y070")	1
c("Z631", "Z598")	1
c("Z653", "Z046")	1
c("Z730", "Z564")	1
c("Z733", "F209", "F429", "R53+1")	1
c("Z735", "Z590")	1
c("Z864", "J441")	1
c("Z865", "F121", "Y453")	1
c("Z865", "Y060")	1
c("Z865", "Z6030", "Z590")	1
c("Z865", "Z608", "R11")	1
c("Z911", "F319")	1
c("Z9150", "E109", "X600")	1
c("Z9150", "F101")	1
c("Z9150", "F709")	1
c("Z9150", "R400", "X610")	1
c("Z9150", "X610")	1
c("Z9150", "Y060")	1
c("Z9150", "Z630")	1
c("Z9150", "Z631")	1
